age,year,id_person,education,marital_stat,race,hisp_origin,sex
38,94,81282,3,6,0,0,0
33,94,88267,3,6,0,0,0
31,95,92785,3,6,0,0,0
33,95,98532,3,6,0,0,0
45,94,101335,3,6,0,0,0
29,95,102506,3,6,0,0,0
35,95,104571,3,6,0,0,0
37,95,104944,3,6,0,0,0
35,94,105732,3,6,0,0,0
34,95,106905,3,6,0,0,0
42,94,107980,3,6,0,0,0
42,95,114198,3,6,0,0,0
30,94,114378,3,6,0,0,0
39,94,119657,3,6,0,0,0
35,94,120601,3,6,0,0,0
41,95,121766,3,6,0,0,0
22,94,122023,3,6,0,0,0
28,94,122523,3,6,0,0,0
31,94,124079,3,6,0,0,0
29,94,126423,3,6,0,0,0
25,94,129053,3,6,0,0,0
30,95,130980,3,6,0,0,0
33,95,140488,3,6,0,0,0
27,95,142704,3,6,0,0,0
67,94,142844,3,6,0,0,0
30,94,143171,3,6,0,0,0
34,94,154480,3,6,0,0,0
31,95,168964,3,6,0,0,0
40,94,174426,3,6,0,0,0
33,94,174438,3,6,0,0,0
22,94,175374,3,6,0,0,0
25,94,177645,3,6,0,0,0
41,95,178023,3,6,0,0,0
30,95,179583,3,6,0,0,0
31,95,182357,3,6,0,0,0
29,94,183466,3,6,0,0,0
33,95,184616,3,6,0,0,0
46,94,187915,3,6,0,0,0
29,95,190633,3,6,0,0,0
45,94,12527,4,6,0,0,0
41,94,36610,4,6,0,0,0
23,94,64745,4,6,0,0,0
41,94,123714,4,6,0,0,0
38,95,130079,4,6,0,0,0
34,95,154555,4,6,0,0,0
31,94,992,6,6,0,0,0
52,94,6764,6,6,0,0,0
33,94,8460,6,6,0,0,0
36,94,15761,6,6,0,0,0
36,94,21685,6,6,0,0,0
27,94,24844,6,6,0,0,0
22,95,40998,6,6,0,0,0
31,95,45163,6,6,0,0,0
34,95,45847,6,6,0,0,0
25,95,50758,6,6,0,0,0
37,94,52409,6,6,0,0,0
38,95,57427,6,6,0,0,0
31,95,62360,6,6,0,0,0
20,95,84631,6,6,0,0,0
29,94,90868,6,6,0,0,0
45,94,110729,6,6,0,0,0
32,94,119823,6,6,0,0,0
27,95,157684,6,6,0,0,0
28,95,157807,6,6,0,0,0
23,95,163666,6,6,0,0,0
33,95,181384,6,6,0,0,0
24,95,187485,6,6,0,0,0
29,94,191245,6,6,0,0,0
28,94,192125,6,6,0,0,0
25,95,192914,6,6,0,0,0
31,94,94487,7,6,0,0,0
46,94,119198,7,6,0,0,0
32,94,14845,8,6,0,0,0
19,95,92857,8,6,0,0,0
31,94,110506,8,6,0,0,0
23,94,147,9,6,0,0,0
30,95,14732,9,6,0,0,0
25,95,28512,9,6,0,0,0
32,95,32229,9,6,0,0,0
25,95,33621,9,6,0,0,0
43,94,50667,9,6,0,0,0
41,94,54301,9,6,0,0,0
30,94,58105,9,6,0,0,0
35,95,60163,9,6,0,0,0
30,95,65212,9,6,0,0,0
30,95,70402,9,6,0,0,0
38,94,93622,9,6,0,0,0
46,94,97822,9,6,0,0,0
22,94,99590,9,6,0,0,0
33,95,100187,9,6,0,0,0
31,95,103492,9,6,0,0,0
22,94,124335,9,6,0,0,0
26,95,131963,9,6,0,0,0
25,95,134069,9,6,0,0,0
33,95,138415,9,6,0,0,0
25,95,140326,9,6,0,0,0
34,94,150117,9,6,0,0,0
33,95,152328,9,6,0,0,0
23,94,156414,9,6,0,0,0
29,95,158831,9,6,0,0,0
27,95,158891,9,6,0,0,0
31,94,165600,9,6,0,0,0
39,95,171905,9,6,0,0,0
24,94,175560,9,6,0,0,0
36,95,177614,9,6,0,0,0
46,94,179737,9,6,0,0,0
27,94,180157,9,6,0,0,0
22,94,181813,9,6,0,0,0
43,95,192261,9,6,0,0,0
44,95,196237,9,6,0,0,0
32,94,46097,10,6,0,0,0
33,95,61602,10,6,0,0,0
23,94,83471,10,6,0,0,0
28,94,39518,12,6,0,0,0
23,94,52344,12,6,0,0,0
23,95,128123,12,6,0,0,0
16,94,165865,12,6,0,0,0
25,94,175564,12,6,0,0,0
18,94,197663,12,6,0,0,0
39,95,100809,15,6,0,0,0
55,95,1051,0,0,4,0,0
56,94,1288,0,0,4,0,0
78,94,1736,0,0,4,0,0
81,95,2250,0,0,4,0,0
55,95,2316,0,0,4,0,0
65,95,3129,0,0,4,0,0
82,95,3505,0,0,4,0,0
59,94,4373,0,0,4,0,0
49,94,4985,0,0,4,0,0
73,94,5089,0,0,4,0,0
77,94,5708,0,0,4,0,0
74,95,5745,0,0,4,0,0
56,95,7626,0,0,4,0,0
69,95,8759,0,0,4,0,0
69,95,9438,0,0,4,0,0
55,95,10316,0,0,4,0,0
69,95,10919,0,0,4,0,0
65,94,11621,0,0,4,0,0
56,94,12255,0,0,4,0,0
63,94,13005,0,0,4,0,0
74,95,13110,0,0,4,0,0
60,95,13410,0,0,4,0,0
59,95,13962,0,0,4,0,0
77,95,15436,0,0,4,0,0
87,95,18394,0,0,4,0,0
70,94,19209,0,0,4,0,0
81,95,20718,0,0,4,0,0
37,94,21197,0,0,4,0,0
81,95,22220,0,0,4,0,0
52,94,22487,0,0,4,0,0
82,94,24385,0,0,4,0,0
69,94,25671,0,0,4,0,0
78,94,27953,0,0,4,0,0
86,95,28140,0,0,4,0,0
31,94,29696,0,0,4,0,0
55,95,30398,0,0,4,0,0
76,94,30492,0,0,4,0,0
61,95,32359,0,0,4,0,0
60,95,34293,0,0,4,0,0
57,95,35015,0,0,4,0,0
57,95,35160,0,0,4,0,0
69,94,35180,0,0,4,0,0
57,95,36948,0,0,4,0,0
74,95,38528,0,0,4,0,0
64,95,39392,0,0,4,0,0
64,95,39978,0,0,4,0,0
68,95,40119,0,0,4,0,0
86,94,42131,0,0,4,0,0
76,94,42897,0,0,4,0,0
58,95,45236,0,0,4,0,0
47,95,45477,0,0,4,0,0
66,94,46287,0,0,4,0,0
86,94,47612,0,0,4,0,0
66,95,48707,0,0,4,0,0
81,95,49240,0,0,4,0,0
65,95,49707,0,0,4,0,0
63,94,49830,0,0,4,0,0
53,94,49880,0,0,4,0,0
72,94,50392,0,0,4,0,0
71,94,52349,0,0,4,0,0
50,95,53436,0,0,4,0,0
38,95,53630,0,0,4,0,0
90,95,54025,0,0,4,0,0
39,95,54244,0,0,4,0,0
73,95,54389,0,0,4,0,0
67,95,54558,0,0,4,0,0
77,95,57260,0,0,4,0,0
87,95,57401,0,0,4,0,0
62,95,57411,0,0,4,0,0
81,94,57612,0,0,4,0,0
59,94,58409,0,0,4,0,0
74,95,59075,0,0,4,0,0
51,94,61009,0,0,4,0,0
71,95,61032,0,0,4,0,0
73,94,61271,0,0,4,0,0
62,94,61509,0,0,4,0,0
66,94,61774,0,0,4,0,0
54,95,62099,0,0,4,0,0
65,94,65267,0,0,4,0,0
90,95,65348,0,0,4,0,0
73,94,67237,0,0,4,0,0
49,94,67269,0,0,4,0,0
57,94,71607,0,0,4,0,0
83,95,71802,0,0,4,0,0
65,94,72503,0,0,4,0,0
45,95,74047,0,0,4,0,0
70,94,74523,0,0,4,0,0
50,95,74564,0,0,4,0,0
62,95,74736,0,0,4,0,0
62,94,74774,0,0,4,0,0
54,95,75312,0,0,4,0,0
52,95,75513,0,0,4,0,0
74,95,75781,0,0,4,0,0
67,94,76699,0,0,4,0,0
75,95,76903,0,0,4,0,0
82,95,76965,0,0,4,0,0
33,95,77768,0,0,4,0,0
59,95,80253,0,0,4,0,0
73,94,81352,0,0,4,0,0
41,94,81578,0,0,4,0,0
76,95,83684,0,0,4,0,0
63,95,84128,0,0,4,0,0
67,95,85611,0,0,4,0,0
76,94,86788,0,0,4,0,0
82,94,87524,0,0,4,0,0
44,95,87607,0,0,4,0,0
77,95,87985,0,0,4,0,0
62,94,88721,0,0,4,0,0
48,95,89942,0,0,4,0,0
56,95,90544,0,0,4,0,0
61,95,91040,0,0,4,0,0
60,94,91603,0,0,4,0,0
57,95,94245,0,0,4,0,0
70,95,94523,0,0,4,0,0
83,95,95016,0,0,4,0,0
65,95,96357,0,0,4,0,0
62,94,96624,0,0,4,0,0
81,94,97157,0,0,4,0,0
61,95,97272,0,0,4,0,0
83,94,97729,0,0,4,0,0
68,94,97864,0,0,4,0,0
62,95,98746,0,0,4,0,0
54,94,98997,0,0,4,0,0
80,95,99979,0,0,4,0,0
67,94,100705,0,0,4,0,0
74,95,100736,0,0,4,0,0
40,95,101056,0,0,4,0,0
57,94,103675,0,0,4,0,0
58,95,104889,0,0,4,0,0
67,94,105220,0,0,4,0,0
56,94,105475,0,0,4,0,0
65,95,105772,0,0,4,0,0
52,94,105862,0,0,4,0,0
55,95,106184,0,0,4,0,0
77,95,107347,0,0,4,0,0
70,94,107927,0,0,4,0,0
84,95,108664,0,0,4,0,0
85,95,109513,0,0,4,0,0
79,95,111059,0,0,4,0,0
70,95,111512,0,0,4,0,0
79,94,113381,0,0,4,0,0
60,94,113747,0,0,4,0,0
82,95,114266,0,0,4,0,0
71,94,114986,0,0,4,0,0
76,95,115990,0,0,4,0,0
62,95,116393,0,0,4,0,0
75,94,116452,0,0,4,0,0
69,94,117736,0,0,4,0,0
66,94,117791,0,0,4,0,0
52,94,117830,0,0,4,0,0
53,94,117942,0,0,4,0,0
83,95,118694,0,0,4,0,0
73,94,119341,0,0,4,0,0
73,94,119897,0,0,4,0,0
53,94,119945,0,0,4,0,0
79,95,120830,0,0,4,0,0
78,94,121418,0,0,4,0,0
56,95,121821,0,0,4,0,0
77,95,122976,0,0,4,0,0
70,95,124655,0,0,4,0,0
73,95,125372,0,0,4,0,0
66,94,125464,0,0,4,0,0
68,95,127526,0,0,4,0,0
59,94,127822,0,0,4,0,0
90,95,128880,0,0,4,0,0
73,94,130630,0,0,4,0,0
84,94,130957,0,0,4,0,0
77,95,132037,0,0,4,0,0
50,94,132494,0,0,4,0,0
59,94,134050,0,0,4,0,0
69,95,134385,0,0,4,0,0
69,95,134562,0,0,4,0,0
58,95,136494,0,0,4,0,0
55,94,137129,0,0,4,0,0
76,94,137385,0,0,4,0,0
63,94,138334,0,0,4,0,0
60,95,140069,0,0,4,0,0
46,94,140528,0,0,4,0,0
68,95,141165,0,0,4,0,0
75,95,141221,0,0,4,0,0
72,95,141233,0,0,4,0,0
59,95,141472,0,0,4,0,0
90,94,143527,0,0,4,0,0
73,94,145946,0,0,4,0,0
57,95,146244,0,0,4,0,0
50,94,146553,0,0,4,0,0
69,94,147045,0,0,4,0,0
65,94,147199,0,0,4,0,0
70,95,148542,0,0,4,0,0
76,95,149885,0,0,4,0,0
80,95,149895,0,0,4,0,0
73,94,149987,0,0,4,0,0
70,94,150011,0,0,4,0,0
59,95,151282,0,0,4,0,0
52,95,151505,0,0,4,0,0
72,95,152116,0,0,4,0,0
74,94,152687,0,0,4,0,0
77,95,152912,0,0,4,0,0
39,94,153211,0,0,4,0,0
52,95,154460,0,0,4,0,0
71,94,155505,0,0,4,0,0
82,95,155723,0,0,4,0,0
71,94,156251,0,0,4,0,0
58,95,156512,0,0,4,0,0
43,95,157227,0,0,4,0,0
67,95,157605,0,0,4,0,0
71,95,162370,0,0,4,0,0
71,94,162866,0,0,4,0,0
54,94,163190,0,0,4,0,0
20,95,164103,0,0,4,0,0
57,95,165344,0,0,4,0,0
80,95,165789,0,0,4,0,0
70,95,165927,0,0,4,0,0
67,94,165997,0,0,4,0,0
64,95,166928,0,0,4,0,0
31,94,167724,0,0,4,0,0
74,94,168854,0,0,4,0,0
18,94,168963,0,0,4,0,0
50,94,169374,0,0,4,0,0
47,95,169731,0,0,4,0,0
51,94,170093,0,0,4,0,0
74,94,171881,0,0,4,0,0
70,95,173202,0,0,4,0,0
52,94,174276,0,0,4,0,0
76,94,174867,0,0,4,0,0
34,95,174876,0,0,4,0,0
80,94,174962,0,0,4,0,0
78,94,176139,0,0,4,0,0
63,95,177055,0,0,4,0,0
54,95,177906,0,0,4,0,0
67,94,179666,0,0,4,0,0
90,95,179835,0,0,4,0,0
61,94,179938,0,0,4,0,0
90,94,179990,0,0,4,0,0
55,95,180459,0,0,4,0,0
78,95,180977,0,0,4,0,0
73,94,181273,0,0,4,0,0
88,94,181276,0,0,4,0,0
57,94,183378,0,0,4,0,0
77,95,183847,0,0,4,0,0
73,94,184606,0,0,4,0,0
90,94,184725,0,0,4,0,0
61,95,184887,0,0,4,0,0
56,94,185046,0,0,4,0,0
80,94,186058,0,0,4,0,0
73,95,186865,0,0,4,0,0
75,94,187125,0,0,4,0,0
67,95,187970,0,0,4,0,0
46,95,188003,0,0,4,0,0
50,94,189845,0,0,4,0,0
60,94,192538,0,0,4,0,0
55,95,193176,0,0,4,0,0
42,94,193690,0,0,4,0,0
75,95,195084,0,0,4,0,0
73,94,196180,0,0,4,0,0
57,95,196732,0,0,4,0,0
61,94,197537,0,0,4,0,0
84,95,197552,0,0,4,0,0
44,94,655,1,0,4,0,0
47,95,5550,1,0,4,0,0
59,95,7159,1,0,4,0,0
68,95,7398,1,0,4,0,0
57,95,21856,1,0,4,0,0
58,95,22240,1,0,4,0,0
60,94,23413,1,0,4,0,0
75,94,23802,1,0,4,0,0
66,95,25217,1,0,4,0,0
70,94,29071,1,0,4,0,0
66,94,34209,1,0,4,0,0
38,94,35694,1,0,4,0,0
42,95,37996,1,0,4,0,0
65,94,39486,1,0,4,0,0
49,95,39814,1,0,4,0,0
57,95,42244,1,0,4,0,0
82,95,45395,1,0,4,0,0
78,95,46453,1,0,4,0,0
85,95,49821,1,0,4,0,0
48,94,52748,1,0,4,0,0
82,95,55335,1,0,4,0,0
74,95,55967,1,0,4,0,0
47,95,55989,1,0,4,0,0
74,95,56818,1,0,4,0,0
70,94,67873,1,0,4,0,0
65,94,68645,1,0,4,0,0
78,95,69353,1,0,4,0,0
60,94,69927,1,0,4,0,0
61,94,70271,1,0,4,0,0
69,94,70786,1,0,4,0,0
71,95,72242,1,0,4,0,0
41,94,75946,1,0,4,0,0
76,94,78960,1,0,4,0,0
68,95,79529,1,0,4,0,0
39,95,80906,1,0,4,0,0
72,94,83789,1,0,4,0,0
74,94,85341,1,0,4,0,0
37,95,85874,1,0,4,0,0
35,94,90511,1,0,4,0,0
46,95,96036,1,0,4,0,0
68,95,99492,1,0,4,0,0
42,94,103380,1,0,4,0,0
41,94,104070,1,0,4,0,0
30,95,106960,1,0,4,0,0
84,95,109516,1,0,4,0,0
82,94,110907,1,0,4,0,0
58,95,114781,1,0,4,0,0
38,94,116137,1,0,4,0,0
35,95,116138,1,0,4,0,0
54,95,116169,1,0,4,0,0
42,95,118548,1,0,4,0,0
45,95,121033,1,0,4,0,0
55,95,125580,1,0,4,0,0
58,94,130774,1,0,4,0,0
54,94,131120,1,0,4,0,0
86,94,133480,1,0,4,0,0
78,94,134415,1,0,4,0,0
38,95,134638,1,0,4,0,0
43,95,134760,1,0,4,0,0
48,94,134839,1,0,4,0,0
82,94,134864,1,0,4,0,0
69,95,138546,1,0,4,0,0
62,95,139514,1,0,4,0,0
74,95,149180,1,0,4,0,0
68,95,150463,1,0,4,0,0
65,95,150599,1,0,4,0,0
68,94,151203,1,0,4,0,0
70,95,152561,1,0,4,0,0
36,94,158964,1,0,4,0,0
85,95,163109,1,0,4,0,0
68,94,163708,1,0,4,0,0
50,95,164181,1,0,4,0,0
39,95,164526,1,0,4,0,0
63,95,170343,1,0,4,0,0
66,94,170958,1,0,4,0,0
80,95,174828,1,0,4,0,0
67,95,177005,1,0,4,0,0
61,94,180133,1,0,4,0,0
70,95,182284,1,0,4,0,0
57,94,184024,1,0,4,0,0
63,95,185889,1,0,4,0,0
60,94,186579,1,0,4,0,0
59,94,192806,1,0,4,0,0
80,95,199398,1,0,4,0,0
55,94,11547,2,0,4,0,0
90,94,13575,2,0,4,0,0
58,94,17083,2,0,4,0,0
63,94,17422,2,0,4,0,0
65,95,17521,2,0,4,0,0
57,94,19612,2,0,4,0,0
66,95,32120,2,0,4,0,0
84,95,36911,2,0,4,0,0
78,94,38765,2,0,4,0,0
59,94,41183,2,0,4,0,0
63,95,43627,2,0,4,0,0
51,94,45250,2,0,4,0,0
65,95,49226,2,0,4,0,0
61,95,50094,2,0,4,0,0
53,95,50922,2,0,4,0,0
51,94,51971,2,0,4,0,0
72,94,52569,2,0,4,0,0
47,95,56514,2,0,4,0,0
56,94,59119,2,0,4,0,0
61,94,60019,2,0,4,0,0
53,95,61997,2,0,4,0,0
65,95,63987,2,0,4,0,0
68,94,64093,2,0,4,0,0
68,94,64912,2,0,4,0,0
67,94,70350,2,0,4,0,0
64,94,71359,2,0,4,0,0
52,95,76246,2,0,4,0,0
55,95,79216,2,0,4,0,0
73,95,79933,2,0,4,0,0
90,95,80976,2,0,4,0,0
55,94,87164,2,0,4,0,0
61,95,88537,2,0,4,0,0
35,94,89133,2,0,4,0,0
62,94,97603,2,0,4,0,0
77,95,99348,2,0,4,0,0
60,95,100204,2,0,4,0,0
60,94,101817,2,0,4,0,0
62,95,114985,2,0,4,0,0
67,95,116779,2,0,4,0,0
47,95,116900,2,0,4,0,0
47,95,117668,2,0,4,0,0
68,95,117920,2,0,4,0,0
65,94,118315,2,0,4,0,0
76,94,118480,2,0,4,0,0
85,95,121528,2,0,4,0,0
74,94,123663,2,0,4,0,0
68,94,127706,2,0,4,0,0
61,94,129648,2,0,4,0,0
52,95,130245,2,0,4,0,0
61,95,132338,2,0,4,0,0
74,94,136584,2,0,4,0,0
75,95,138596,2,0,4,0,0
90,95,140412,2,0,4,0,0
73,95,140637,2,0,4,0,0
66,95,147046,2,0,4,0,0
50,94,147258,2,0,4,0,0
63,94,148164,2,0,4,0,0
66,94,149744,2,0,4,0,0
48,95,149960,2,0,4,0,0
52,94,152685,2,0,4,0,0
60,95,156219,2,0,4,0,0
80,95,159415,2,0,4,0,0
78,95,161779,2,0,4,0,0
52,94,162511,2,0,4,0,0
83,94,162584,2,0,4,0,0
76,95,163535,2,0,4,0,0
89,94,166037,2,0,4,0,0
70,95,171974,2,0,4,0,0
50,94,178515,2,0,4,0,0
74,94,180752,2,0,4,0,0
79,95,181211,2,0,4,0,0
71,95,191904,2,0,4,0,0
74,95,3573,3,0,4,0,0
74,94,6847,3,0,4,0,0
72,94,9323,3,0,4,0,0
59,95,26196,3,0,4,0,0
66,94,28039,3,0,4,0,0
64,94,31415,3,0,4,0,0
85,94,50153,3,0,4,0,0
45,94,50858,3,0,4,0,0
62,95,58051,3,0,4,0,0
31,95,58329,3,0,4,0,0
86,95,60087,3,0,4,0,0
59,95,65068,3,0,4,0,0
46,95,70979,3,0,4,0,0
62,95,77350,3,0,4,0,0
53,95,85667,3,0,4,0,0
41,94,98922,3,0,4,0,0
56,95,101406,3,0,4,0,0
79,94,102006,3,0,4,0,0
43,95,119976,3,0,4,0,0
62,95,120307,3,0,4,0,0
73,94,122986,3,0,4,0,0
64,95,124465,3,0,4,0,0
68,94,138877,3,0,4,0,0
64,94,140875,3,0,4,0,0
60,95,145958,3,0,4,0,0
71,95,147429,3,0,4,0,0
76,95,149635,3,0,4,0,0
74,95,155322,3,0,4,0,0
44,95,156550,3,0,4,0,0
80,95,157626,3,0,4,0,0
64,95,164765,3,0,4,0,0
58,94,169492,3,0,4,0,0
69,95,171853,3,0,4,0,0
63,94,173677,3,0,4,0,0
59,95,185997,3,0,4,0,0
54,95,195944,3,0,4,0,0
68,94,12670,4,0,4,0,0
46,94,17657,4,0,4,0,0
72,94,20418,4,0,4,0,0
51,94,22753,4,0,4,0,0
74,95,48281,4,0,4,0,0
56,95,53067,4,0,4,0,0
61,94,62616,4,0,4,0,0
43,94,71387,4,0,4,0,0
53,94,79610,4,0,4,0,0
85,94,104693,4,0,4,0,0
78,94,105592,4,0,4,0,0
79,95,107991,4,0,4,0,0
78,94,129814,4,0,4,0,0
59,95,143263,4,0,4,0,0
53,94,162244,4,0,4,0,0
90,95,162883,4,0,4,0,0
69,94,164009,4,0,4,0,0
76,95,164554,4,0,4,0,0
73,94,164749,4,0,4,0,0
54,95,181202,4,0,4,0,0
71,95,182887,4,0,4,0,0
81,95,184654,4,0,4,0,0
62,94,191846,4,0,4,0,0
69,95,193938,4,0,4,0,0
70,95,194547,4,0,4,0,0
90,95,40193,5,0,4,0,0
90,95,43884,5,0,4,0,0
85,94,47180,5,0,4,0,0
74,95,68128,5,0,4,0,0
64,94,69212,5,0,4,0,0
82,94,75648,5,0,4,0,0
87,94,88074,5,0,4,0,0
88,95,96388,5,0,4,0,0
69,94,109172,5,0,4,0,0
79,95,129641,5,0,4,0,0
70,95,137350,5,0,4,0,0
79,94,139171,5,0,4,0,0
90,94,165283,5,0,4,0,0
81,95,168369,5,0,4,0,0
72,95,185043,5,0,4,0,0
80,95,186684,5,0,4,0,0
89,94,190753,5,0,4,0,0
90,94,197183,5,0,4,0,0
55,95,2662,6,0,4,0,0
69,94,32574,6,0,4,0,0
47,94,40921,6,0,4,0,0
58,94,67391,6,0,4,0,0
62,95,132800,6,0,4,0,0
64,95,134127,6,0,4,0,0
62,95,150321,6,0,4,0,0
46,95,161594,6,0,4,0,0
45,95,2897,7,0,4,0,0
80,95,5494,7,0,4,0,0
65,94,8256,7,0,4,0,0
62,94,9161,7,0,4,0,0
81,95,9289,7,0,4,0,0
59,94,9291,7,0,4,0,0
75,95,11206,7,0,4,0,0
56,95,11846,7,0,4,0,0
49,94,12112,7,0,4,0,0
82,94,12798,7,0,4,0,0
53,95,13670,7,0,4,0,0
88,94,13810,7,0,4,0,0
78,95,14276,7,0,4,0,0
71,95,15188,7,0,4,0,0
64,94,15568,7,0,4,0,0
60,95,16843,7,0,4,0,0
84,95,17758,7,0,4,0,0
85,95,19617,7,0,4,0,0
79,95,21580,7,0,4,0,0
71,94,22438,7,0,4,0,0
74,95,22585,7,0,4,0,0
58,95,23989,7,0,4,0,0
73,95,24906,7,0,4,0,0
58,95,25086,7,0,4,0,0
84,94,27537,7,0,4,0,0
74,95,27612,7,0,4,0,0
70,95,28882,7,0,4,0,0
66,95,29150,7,0,4,0,0
65,95,29323,7,0,4,0,0
66,94,33799,7,0,4,0,0
79,94,34605,7,0,4,0,0
61,94,34612,7,0,4,0,0
77,95,35673,7,0,4,0,0
66,94,39315,7,0,4,0,0
69,95,39437,7,0,4,0,0
83,94,40462,7,0,4,0,0
65,94,43467,7,0,4,0,0
82,95,43532,7,0,4,0,0
86,94,43821,7,0,4,0,0
69,95,44198,7,0,4,0,0
72,95,44251,7,0,4,0,0
73,95,45207,7,0,4,0,0
85,95,46367,7,0,4,0,0
65,94,46702,7,0,4,0,0
75,95,47839,7,0,4,0,0
71,95,49024,7,0,4,0,0
77,95,50032,7,0,4,0,0
67,95,51001,7,0,4,0,0
44,94,53219,7,0,4,0,0
61,95,53971,7,0,4,0,0
73,95,54304,7,0,4,0,0
76,95,56240,7,0,4,0,0
75,95,60386,7,0,4,0,0
65,94,61346,7,0,4,0,0
73,94,65088,7,0,4,0,0
81,94,66333,7,0,4,0,0
90,95,67083,7,0,4,0,0
90,94,67301,7,0,4,0,0
53,95,68109,7,0,4,0,0
87,95,68677,7,0,4,0,0
90,95,69821,7,0,4,0,0
80,95,72022,7,0,4,0,0
69,95,72773,7,0,4,0,0
75,95,73190,7,0,4,0,0
77,94,75212,7,0,4,0,0
57,94,75910,7,0,4,0,0
78,94,77918,7,0,4,0,0
68,95,78687,7,0,4,0,0
69,95,78799,7,0,4,0,0
56,95,81759,7,0,4,0,0
76,95,85475,7,0,4,0,0
62,95,86241,7,0,4,0,0
77,94,87486,7,0,4,0,0
87,95,87928,7,0,4,0,0
66,95,89283,7,0,4,0,0
50,95,99661,7,0,4,0,0
72,94,100086,7,0,4,0,0
80,95,101213,7,0,4,0,0
73,94,102100,7,0,4,0,0
52,94,102564,7,0,4,0,0
80,94,103175,7,0,4,0,0
88,94,103462,7,0,4,0,0
76,94,103536,7,0,4,0,0
66,94,105221,7,0,4,0,0
67,95,105908,7,0,4,0,0
64,95,106995,7,0,4,0,0
55,94,107473,7,0,4,0,0
85,95,107995,7,0,4,0,0
89,95,109497,7,0,4,0,0
56,95,109679,7,0,4,0,0
52,94,110600,7,0,4,0,0
73,95,111505,7,0,4,0,0
89,95,112595,7,0,4,0,0
73,95,118240,7,0,4,0,0
67,94,118804,7,0,4,0,0
62,95,119851,7,0,4,0,0
77,94,123716,7,0,4,0,0
80,95,124952,7,0,4,0,0
78,95,125014,7,0,4,0,0
58,95,127668,7,0,4,0,0
68,95,128228,7,0,4,0,0
81,94,129257,7,0,4,0,0
65,94,131547,7,0,4,0,0
79,94,135359,7,0,4,0,0
76,94,139095,7,0,4,0,0
61,94,143867,7,0,4,0,0
67,94,144874,7,0,4,0,0
75,94,147361,7,0,4,0,0
89,95,148435,7,0,4,0,0
60,95,149325,7,0,4,0,0
80,95,151374,7,0,4,0,0
70,95,151806,7,0,4,0,0
77,94,153982,7,0,4,0,0
58,94,156542,7,0,4,0,0
73,94,157661,7,0,4,0,0
68,94,159018,7,0,4,0,0
70,94,159148,7,0,4,0,0
65,94,159324,7,0,4,0,0
80,95,160303,7,0,4,0,0
61,94,160961,7,0,4,0,0
71,95,162054,7,0,4,0,0
77,95,163285,7,0,4,0,0
82,94,163874,7,0,4,0,0
69,95,164266,7,0,4,0,0
82,95,164490,7,0,4,0,0
82,95,167539,7,0,4,0,0
84,94,169980,7,0,4,0,0
76,95,170044,7,0,4,0,0
78,95,172448,7,0,4,0,0
72,94,172888,7,0,4,0,0
54,95,174505,7,0,4,0,0
90,95,177139,7,0,4,0,0
71,95,178089,7,0,4,0,0
77,95,182481,7,0,4,0,0
68,94,183339,7,0,4,0,0
88,94,185290,7,0,4,0,0
79,94,185424,7,0,4,0,0
67,95,187447,7,0,4,0,0
76,95,188755,7,0,4,0,0
77,94,188805,7,0,4,0,0
67,94,191777,7,0,4,0,0
64,95,194914,7,0,4,0,0
65,95,195007,7,0,4,0,0
90,95,195612,7,0,4,0,0
85,95,196098,7,0,4,0,0
77,94,196417,7,0,4,0,0
83,95,2617,8,0,4,0,0
73,95,9672,8,0,4,0,0
46,94,21219,8,0,4,0,0
56,94,41130,8,0,4,0,0
47,94,46862,8,0,4,0,0
86,95,59025,8,0,4,0,0
63,95,65099,8,0,4,0,0
85,94,75873,8,0,4,0,0
65,94,97324,8,0,4,0,0
90,95,120341,8,0,4,0,0
77,94,122771,8,0,4,0,0
63,94,133501,8,0,4,0,0
67,94,134392,8,0,4,0,0
72,94,144795,8,0,4,0,0
79,94,162925,8,0,4,0,0
58,95,193778,8,0,4,0,0
90,95,194475,8,0,4,0,0
62,94,196096,8,0,4,0,0
68,95,17045,9,0,4,0,0
90,94,17095,9,0,4,0,0
56,94,24014,9,0,4,0,0
69,94,43942,9,0,4,0,0
66,94,45536,9,0,4,0,0
62,94,57123,9,0,4,0,0
60,94,94044,9,0,4,0,0
63,95,122937,9,0,4,0,0
71,94,142174,9,0,4,0,0
63,95,153938,9,0,4,0,0
32,94,190545,9,0,4,0,0
69,94,5253,10,0,4,0,0
82,95,892,11,0,4,0,0
90,94,2434,11,0,4,0,0
77,95,13671,11,0,4,0,0
74,95,14726,11,0,4,0,0
80,95,15719,11,0,4,0,0
68,95,19839,11,0,4,0,0
62,95,22120,11,0,4,0,0
82,94,33443,11,0,4,0,0
75,95,33766,11,0,4,0,0
68,95,36292,11,0,4,0,0
64,94,39586,11,0,4,0,0
65,95,44643,11,0,4,0,0
62,94,51134,11,0,4,0,0
39,94,54982,11,0,4,0,0
73,94,57308,11,0,4,0,0
77,94,66948,11,0,4,0,0
79,94,74515,11,0,4,0,0
64,94,75334,11,0,4,0,0
90,95,75379,11,0,4,0,0
72,94,78528,11,0,4,0,0
69,94,80837,11,0,4,0,0
86,94,81057,11,0,4,0,0
77,95,87805,11,0,4,0,0
73,94,90848,11,0,4,0,0
69,94,93161,11,0,4,0,0
